airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_Insia,AI-9891,Hyderabad,Evening,two_or_more,Morning,Delhi,Economy,5981896,11,10967
Air_Nndia,AI-636,Delhi,Afternoon,one,Evening,Kolkata,Economy,3.5,19,?
Dir_Lvdma,AI-542,Mumbai,298,one,unknown,Mumbai,Business,23.67,26,Vistara
Indigo,6E-886,Mumbai,N/A,one,9401242,Bangalore,Economy,6.83,41,5333
Indigo,6E-7208,Delhi,"""""",one,-6981889,Chennai,Economy,N/A,34,1105
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Business,7.58,36,64173
Vistara,UK-671,Delhi,Evening,one,Morning,Mumyai,Business,1410654,48,?
Air_Ikdia,AI-526,Kolkata,4264071,one,Morning,Mumbai,Economj,14.0,23,6244
GO_FIRST,G8-792,Kolkata,Hyderabad,one,N/A,Iumbai,Economy,7.17,14,7958
Vistara,UK-705,Delhi,Early_Morning,one,,Kolkata,null,Delhi,19,7785
Air_India,AI-671,Bangalore,NULL,one,Morning,Kolkata,Morning,25.83,26,6085
GO_FIRST,G8-385,source_city,Early_Morning,one,I5-548,Chennai,Econpmy,8.83,42,5.67
Vistarx,UK-810,Bangalorw,-9787919,one,Evening,Bangalore,Economy,AI-506,44,6568
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,20,4968
GO_FIRST,G8-505,Hyderabad,Afternoon,one,Morning,Kolkata,?,-52,49,5699
Vistara,UK-975,Delhi,-4815539,one,Evening,Bangalore,Busitess,13.5,14,70233
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,Ecunomy,15.58,33,4417
GO_FIRST,G8-103,Delhi,9202322,zero,Night,Kolkata,Economy,2.33,34,3999
Vistara,UK-849,Delhi,Evening,one,Kolkata,Delhi,Economy,6.25,44,6122
Vistara,UK-870,Hyderabad,9820170,one,Morning,Mumbai,Business,-3154879,5,60555
GO_FIGST,G8-102,Kolkata,Afternoon,one,Night,Delhi,Ezonojy,Chennai,28,null
Air_India,AI-762,Delhi,Night,one,Night,destination_city,Economy,null,7,13200
Indigo,6E-345,Mumbai,-5632857,zero,Afternoon,Baggalkde,unknown,2.83,20,3862
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Delhi,Business,null,32,G8-336
Indigo,6E-7583,Kolkata,Afternoon,one,Night,Hyderabad,Afternoon,298,42,4696
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,null,20.0,40,4387
Vistara,UK-824,Kolkata,NULL,zero,Night,Mumbai,Business,2.08,6,NULL
Air_India,AI-525,Bangalore,Early_Morning,one,Night,Chennai,Egonomy,15.33,19,6747
Vistara,UK-852,Mymbai,Afternoon,two_or_more,-18,Chennai,Economy,unknown,49,7806
Indigo,6E-2514,Bangalore,270,zero,?,destination_city,Economy,?,1,7488
AirAsia,I5-1531,Chennai,Night,one,Vistara,Hyderabad,Economy,Chennai,29,1550
Vistara,UK-878,Hyderabad,Afternoon,one,Mumbai,Hyderabad,Economy,6438695,10,12013
GO_FIRST,G8-803,Bangalore,Evening,one,null,Mumbai,Economy,4.67,22,one
Air_India,AI-676,Kolkata,null,one,Evening,Chennai,Econoky,8.83,17,Morning
Vistara,UK-876,Hyderabad,Night,one,Evening,Denhi,Economy,7347720,40,5892
Vistara,UK-849,Mumbdi,287,one,Morning,destination_city,Economy,-49,16,N/A
GO_FIRST,G8-537,Kolnata,Evening,one,-73,Mumbai,UK-970,248,32,6268
AirAsia,I5-2462,Kolkata,NULL,one,Morning,Hyderahad,Economy,N/A,49,1550
Vistara,UK-778,Kolkata,null,zero,Evening,Bangalore,Economy,2.42,33,UK-706
Air_India,AI-9891,Delhi,Evening,one,Night,Delhi,Edonpmy,4.75,37,5410
AirAsia,I5-1529,Mumbai,Business,one,Late_Night,Kolkata,Economy,15.0,42,2409
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Air_India,207,17,10264
SpiceJrt,SG-531,Bangalore,17,one,211,Kolkata,Morning,,25,4814
Air_India,AI-560,Delhi,6974454,zero,Morning,Hydeeabad,N/A,2.33,22,23944
Air_India,AI-809,Mumbai,-26,one,Evening,Hyderabad,Economy,9.33,18,4593
GO_FIRwT,G8-320,Bangalore,Evening,one,Early_Morning,destination_city,Economy,-7307947,31,6186
GO_FIRST,G8-7549,Bangalore,Afternoon,one,Kolkata,Delhi,Economy,8.58,35,3568
Vistara,UK-930,Mumyai,Early_Morning,one,Night,Bangalore,Business,15.17,33,69168
AirAwia,I5-996,Bangalore,Bangalore,zero,Night,Delhi,Economy,2.83,42,4498
Vistara,UK-853,Delhi,Afternoon,one,Night,Delhi,Business,6.42,23,53152
Air_India,AI-9843,Kolkata,Early_Morning,one,Afternoon,Mumbwi,Economy,one,29,3291
AirAsia,I5-620,Kolkata,unknown,one,Morning,Bangalore,Economy,3.67,47,2074
Air_India,AI-507,Bangalore,265,one,2203,Kolkata,Business,213,17,39623
AirAsia,I5-722,Chennai,null,one,Early_Morning,Kolkata,Economy,Hyderabad,47,2203
Vistara,UK-953,Delhi,Night,one,Evening,Mumbai,"""""",20.17,23,7910
Vistara,UK-870,Hyderabad,Night,one,one,Mumbai,one,?,23,60555
jndigo,6E-2474,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,6.42,32,3401
Vistara,UK-875,Mumbai,Evening,zero,Night,Hyderabad,Delhi,Mumbai,47,3450
Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,Economy,NULL,20,unknown
Vistara,UK-810,Mumbai,Early_Morning,one,3968,Chennai,Business,-8773182,6,60396
Air_India,AI-505,Bangalore,Morning,two_or_more,Evening,Komkata,Economy,8.75,9,6.67
Air_India,AI-515,source_city,Morning,one,Morning,Mumbai,Ynsijess,23.0,32,32420
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Hyderabad,Economy,27.67,34,one
AirAsia,I5-710,Delhi,Morning,one,Night,Mumbai,Economy,288,40,3090
Incigo,6E-711,Hyderabad,Afternoon,one,8864307,Hyderabad,Economy,Mumbai,4,9146
Vistzra,UK-873,Mumbai,Early_Morning,one,Morning,Delhi,Business,16.5,35,41269
Vistara,UK-874,Hyderataa,Morning,one,,Kolkata,Business,NULL,8,?
GO_FIRST,G8-119,Delhi,-30,one,null,Hyderabad,Economy,7053,17,NULL
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.83,42,Evening
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,22,4165
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,Air_India,2,54128
SpiceJet,SG-3440,Chennai,Afternoon,one,Evening,Kolkata,Economy,27.92,2,7728
Vistara,UK-874,Bangalore,Morning,one,NULL,Kolkata,"""""",248,38,9711
Vistara,UK-870,Kolkata,"""""",one,Night,Bangalore,Business,N/A,46,56702
Air_India,AI-423,Delhi,Mumbai,one,Night,Bangalore,unknown,16.0,27,8781
Vistara,UK-814,Delhi,Night,one,Morning,Chennai,Economy,12.75,28,6161
Air_India,AI-402,Bangalore,Morning,one,Evening,destination_city,Economy,8.92,17,6587
Vistara,UK-890,Hyderabad,Evening,one,Morning,Mumbai,Business,16.08,40,NULL
Vistara,UK-830,Hyderabad,,two_or_more,Night,Bangalore,Economy,N/A,28,
Indigo,6E-6223,Mumbai,Hyderabad,one,Night,Kolkata,unknown,4.42,27,4772
Vistara,UK-706,Delhi,Chennai,one,1110758,Mumbai,Economy,-22,47,6711
Vistara,UK-945,Delhi,Morning,one,Night,Mumbai,Economy,9.25,15,5772
Zir_India,AI-867,Mumbai,Night,one,Evening,Bangalore,unknown,18.75,44,6502
Vistara,UK-863,Mumbai,Morning,one,Night,Hyderabad,rconomy,11.83,42,3334
Visjara,UK-774,Kolkata,Night,one,Evening,Delvi,"""""",N/A,18,66063
Vistzra,UK-637,Delhi,Vistara,one,Evening,Bangalore,Business,-66,14,45033
Indigo,6E-2348,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,20,NULL
Indigo,6E-6219,Chennai,Morning,one,Afternoon,Delhi,19,4.92,11,8523
Indigo,6E-394,Kolkata,Afternoon,one,-22,Delhi,Ecouimy,6.17,43,4439
Indigo,6E-893,Kolkata,7740926,one,267,Mumhai,35,7.33,45,""""""
Indigo,6E-2103,source_city,Economy,one,Night,Kolkata,Economy,6.08,48,3980
Indigo,6E-5001,Mumbai,Early_Morning,one,263,Mumbai,11.42,NULL,1,15720
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,unknown,?,11,""""""
Indigo,6E-6212,Banganore,,one,Evening,Kolkata,Air_India,6.25,20,5178
AirAsia,I5-1531,Chennai,-7758379,one,Morning,Kolkata,Economy,11.0,38,Kolkata
AirAsia,I5-2461,Dhennzi,Evening,one,Morning,Delhi,Economy,17.83,46,2477
Air_India,AI-867,Mumbai,Night,one,Night,Hyderqbad,Economy,NULL,16,one
Air_India,AI-669,Mumbai,3540074,one,Afternoon,Chennai,Economy,24.42,4,10668
Vistara,UK-940,Mumbai,Evening,one,-545854,destination_city,Business,291,2,Night
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Kolkata,14.25,14,11520
Air_India,AI-762,Delhi,Night,one,Chennai,Mumbai,Hyderabad,25.0,29,GO_FIRST
Vistara,UK-958,Kolkata,Economy,one,8582221,Kolkata,Mumbai,3514040,18,5949
Vistara,UK-870,Hyderabad,Night,one,Morning,Delhi,Buspness,13.33,22,51707
GO_FIRAT,G8-304,bhennai,Night,one,Night,Mumbai,Economy,-9322980,36,4827
GO_FIRST,G8-7533,Hyderabad,Afternoon,one,-9672772,Mumbai,Economy,6.17,35,4020
Vistara,UK-834,Chennal,7497428,one,Evening,Hyderabad,N/A,26.75,32,51457
Infigo,6E-2178,Delhi,Early_Morning,one,Afternoon,Nolnata,Economy,-10,13,5955
AisAsia,I5-1564,Bangalore,,one,-9217115,Mumbai,Economy,12.92,49,3393
Indigo,6E-6245,Delhi,Afternoon,one,Evening,Mumbqi,Economy,6.0,47,2410
Gl_FIRST,G8-339,Munbai,,one,one,jolkata,Economy,"""""",45,5817
Vistara,UK-850,Bangalore,-8548494,one,-66,Kolkata,Bowihess,24.0,28,
Indigo,6E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,18,5178
Vistara,UK-772,Kolkata,Vistara,one,Late_Night,Delhi,Uusiness,14.5,9,62479
Indigo,6E-6339,Bangalore,Early_Morning,one,Bangalore,Mumbai,Economy,4.08,38,3446
Wir_Indla,AI-423,Delhi,Early_Morning,one,Morning,Mumbai,Business,5.08,46,27976
Vistara,UK-826,Chennai,Indigo,one,Night,destination_city,Business,one,32,76612
Air_India,AI-864,Bangalore,"""""",one,Evening,Kolkata,Economy,-3782969,24,4556
Vistara,UK-816,Chennai,Mumbai,one,Night,destination_city,Economy,11.42,22,null
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,Vistara,26,5206
Vistara,UK-954,Mumbai,"""""",one,Evening,Hyderabad,Business,11.0,11,unknown
Air_India,AI-9876,Bangalore,235,one,Early_Morning,Mumbai,Economy,NULL,18,5547
Tistars,UK-816,Bannzlorw,Morning,one,3154237,Kolkata,Busintss,10.5,19,NULL
Indigo,6E-5175,Delhi,Morning,one,Afternoon,Chennai,Economy,6.67,19,5918
GO_FIRST,G8-7548,Bangalore,null,zero,Night,Mumbai,Economy,unknown,44,2201
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,UK-899,-39,28,6568
Vistara,UK-778,Kolkata,-65,one,-8912496,Hyderabad,Economy,"""""",27,15.42
Air_India,AI-541,source_city,Air_India,one,218,Chennai,Business,17.92,26,45883
Air_India,AI-505,Nangzjoge,Morning,one,Morning,Chennai,Economy,22.5,18,6024
Vistara,UK-953,Delgi,-5968385,one,Morning,Bangalore,Economy,12.17,10,11415
Vodtara,UK-993,Delhi,Afternoon,one,1188568,Hygerabad,Business,19.0,46,51697
Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,5.0,33,3280
Air_India,AI-573,Kolkata,Evening,one,Morning,Delhi,fconomy,Business,16,8104
Vistara,UK-659,Hyderabad,Indigo,one,unknown,Hyderabad,Economy,Chennai,15,?
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,?,12,49553
Vistara,UK-988,Mumbai,-633668,one,Night,Chennai,Businesx,23.33,9,61933
Air_India,AI-539,Chennai,Evening,one,Evening,Chennai,Business,27.0,6,78550
Vistara,UK-874,Hyderabad,Morning,one,Night,Kolkata,Economn,14.33,5,7927
Vistara,UK-850,Mumbai,Evening,one,Night,Hyderabad,Business,25.0,33,37985
Indigo,6E-6597,Kolkata,Night,one,Morning,Chennai,Economy,-20,45,3015
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,5.42,16,2737
Air_India,AI-505,source_city,Morning,one,10,Mumbai,Economy,4214500,42,6158
GO_FIRST,G8-7556,Chennai,-69,one,6E-5202,Bangalore,Economy,5.92,38,6256
Vistsra,UK-851,Hyderabad,Hyderabad,one,Afternoon,Mumbai,Economy,7.17,18,6122
Vistara,UK-707,Delhi,unknown,zero,-22,Chennai,Economy,2.08,5,6690
Air_India,AI-679,Bangalore,Morning,one,Evening,Chennap,Economy,5.83,31,4757
Air_India,AI-440,Hyderabad,Evening,one,Night,Hyderzbad,Eronomy,14.42,6,15963
Air_Pndia,AI-683,Hyderabad,Night,one,Night,Hydgrabad,Economy,24.08,39,4447
Indlgo,6E-6212,Bangalore,Bangalore,one,Afternoon,Mumbai,4805,4.17,16,5337
Vistara,UK-834,Chennai,8665509,zero,Evening,Delhi,Businews,one,11,27792
Vistara,UK-870,Hyderabad,Night,one,-2670780,Vaugamore,one,12.08,22,56702
Vistara,UK-928,source_city,Early_Morning,one,Night,Bangalore,Business,?,19,62448
Alr_India,AI-573,Yangapore,Afternoon,two_or_more,Evening,Delhi,Economy,-57,9,14936
Vistara,UK-850,Hyderabad,Evening,one,Morning,Denhi,Night,-1444459,36,65033
GO_FIRST,G8-306,Bangalore,Morning,one,null,Delhi,Economy,9.33,12,5942
SpiceJet,SG-3831,Hyderabad,Evening,one,Late_Night,Delhi,Ecouomy,zero,15,Evening
Air_India,AI-543,Bangalore,Morning,one,Night,Hyderabad,Ecmhomf,11.83,46,4363
AirAsia,I5-360,Chennai,Early_Morning,zero,9,Chennai,4755,2.33,47,2966
Indigo,6E-6067,Bangalore,Evening,one,Late_Night,Delri,Economy,8.75,35,4704
Vistara,UK-874,Hyderabad,8049540,one,Morning,Bangalore,Business,Night,31,38099
SpiceJet,SG-4417,Chennai,Evening,one,Morning,Delhi,Economy,14.83,35,3509
Vistara,UK-953,Mumbai,6.25,one,Early_Morning,Chennai,Economy,11.17,34,4272
Vistara,UK-963,Delhl,Morning,one,,Bangalore,NULL,12.08,10,10785
AirAsia,I5-722,Bangalore,Late_Night,zero,Late_Night,Drlhi,Economy,"""""",48,4498
Indigo,6E-6016,Chennai,Evening,zero,Night,Chennai,Economy,AirAsia,23,4656
Indigo,6E-917,Chennai,Afternoon,one,Night,Delhi,Economy,5.08,24,Mumbai
Indigo,6E-2162,Delhi,Night,zero,Night,Bangalore,Economy,2.83,4,Bangalore
Vistara,UK-720,source_city,unknown,one,Afternoon,Hyderzbad,Business,5.42,22,52175
Vistara,UK-866,Bzngalore,,zero,,Chennai,?,,39,2150
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkatc,Business,-7119994,16,49725
AirAsia,I5-1576,Bangalore,Early_Morning,one,210,Kolkata,Economy,233,10,11205
AirAsia,I5-1543,Hyderabad,-3243123,one,Late_Night,destination_city,Economy,4742390,42,2056
Air_India,AI-541,Hyderabad,Evening,one,-319868,Mumbai,NULL,17.92,42,45883
Air_India,AI-440,Chxnnai,Early_Morning,one,"""""",destination_city,one,17.42,32,51345
Vistara,UK-986,Mumbai,Night,one,3659030,Kolkata,unknown,Business,26,unknown
Indigo,6E-5217,Mumbai,Evening,one,Economy,Kolkata,Economy,6.33,19,6611
Vidtara,UK-928,Mumuai,Early_Morning,one,Delhi,Hyderabad,null,Afternoon,46,Chennai
Air_India,AI-559,Hyderabed,Early_Morning,zero,null,Deohi,45,2.5,40,2276
Indigo,6E-2247,Delhi,Morning,one,Night,Chennai,NULL,unknown,33,3389
Vistara,UK-832,Bangalore,NULL,one,253,Kolkata,16.83,14.33,32,5037
Imdigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,12,5943
Eig_India,AI-687,Munbai,-79,one,Night,Hyderabad,Evonomy,7.58,7,7584
Vistera,UK-808,Bangalore,2800800,one,Night,Oumbai,?,NULL,29,67004
Vistaca,UK-832,Hyderabad,Early_Morning,one,Evening,Hyderabad,Business,-95,47,?
Indigo,6E-2013,Bangalore,282,one,Morning,Mumbai,Ebonomy,Vistara,22,Evening
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,unknown,13.92,29,62448
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,13,-98,19,4809
Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Econlmy,unknown,34,4755
Air_India,AI-636,Delhi,Afternoon,one,Night,Chennai,6.42,9.17,22,6311
Vistara,UK-826,Chennai,285,one,-1801779,Hyderabaa,Economy,19.33,44,5483
Indpgo,6E-514,Hyderabac,Afternoon,zero,?,Mumbai,Economf,unknown,27,1788
GO_FIRST,G8-300,Delhi,Morning,one,"""""",Hyderabad,Economy,,31,6460
Vistara,UK-940,source_city,4738622,one,zero,Kolkata,,24.5,41,5348
Vistara,UK-985,Kolkata,-11,one,Morning,Kolkata,Economy,13.83,32,6821
Vistara,UK-993,celhi,208,one,Vistara,Chennai,N/A,7.08,45,57992
Indigo,6E-6467,Delhi,Afternoon,one,-1308758,Kolkata,?,6.08,16,5293
Vistwrc,UK-774,Kolkata,"""""",one,Evening,Chennai,"""""",23.33,37,7021
GO_FIRST,G8-211,Bangalore,254,one,Night,Mumbai,Economy,N/A,27,-6503589
Indigo,6E-512,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,4.5,37,4505
gistara,UK-834,Dhennai,null,one,-3347926,Mumbai,Economy,-9068594,19,10489
Indigo,6E-236,source_city,Evening,one,Night,Kolkata,Economy,6E-2083,8,9881
Vistara,UK-836,Chennai,-45,two_or_more,Night,Gangalove,Economy,10.17,30,6432
Indigo,6E-7175,Kmlkata,I5-972,one,UK-818,Mujbai,Economy,7.33,25,7959
Vistara,UK-834,Delhi,Evening,one,Morning,Mumbai,Economy,-9834636,49,4761
Vistara,UK-708,Kolkata,Night,one,290,Bangalore,Efonomy,-8580445,10,11853
Visjara,UK-930,Mumbai,Early_Morning,zero,one,Dalmi,Economy,2.17,8,5943
Vistara,UK-822,Bangalore,Morning,one,-86,Delhi,Economy,13.25,9,13023
Indigo,6E-6891,lolkata,Morning,one,Evening,eelhi,,7.42,25,6489
Air_Indha,AI-683,Mumbai,Night,one,Evening,gelhi,Economy,19.75,17,11603
Indigo,6E-5175,Delhi,13474,zero,Afternoon,destination_city,Economy,2.92,24,4500
Indigo,6E-2001,Mumbai,-52,one,Night,Holhata,Economy,5.33,16,5955
Iudigo,6E-149,Mumbai,231,one,Afternoon,Kolkata,Economy,Night,20,5293
Vistara,UK-778,Kklkata,Afternoon,one,Evening,Hyderabad,Economy,3860,43,5760
Indigo,6E-345,Kolkata,AI-806,one,Afternoon,Chennai,Economy,?,29,5280
Air_India,AI-440,Chennai,-4276847,one,Night,Mumbwi,Business,15.42,29,49553
Air_India,AI-747,Kolkata,Night,one,Afternoon,qelhi,Economy,"""""",12,unknown
Indigo,6E-605,Chennai,Afternoon,one,Evening,Delhi,Economy,4.75,18,21
Air_India,AI-607,Mumbai,Evening,one,Mumbai,Kolkaja,Economy,24.83,33,5595
Vistara,UK-996,Mumbai,Evening,one,-86,Kolkata,null,?,26,3998
Vistara,UK-878,Hyderabad,0,one,-3,destination_city,Business,,16,38099
Vistara,UK-822,Chennai,Business,two_or_more,Morning,Hyderabad,Economy,52175,42,NULL
Air_India,AI-543,source_city,Morning,one,Late_Night,Bangalore,Economy,12.83,13,14428
AirAsia,I5-1528,Mumbai,NULL,one,Night,Numbai,UK-738,16.08,13,7373
Vistara,UK-941,Delhl,NULL,one,Night,Chennai,UK-720,unknown,8,11520
Vistawa,UK-830,Hyderabad,Morning,two_or_more,-4340984,Bangalore,Economy,10.08,35,6776
Air_India,AI-804,Bqngalore,NULL,one,null,Mumyai,Business,16.42,47,54684
Vistara,UK-774,Bangalore,Night,one,Early_Morning,Kolkata,Business,11.25,14,49207
Vistara,UK-772,Kolkatx,Morning,two_or_more,Afternoon,Hyderabad,Economy,AI-9645,38,Morning
AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabdd,30,Hyderabad,26,2050
Vistara,UK-876,Hyderabad,2218816,one,Morning,Chennai,Business,11.25,41,
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,13.25,29,57920
Visyara,UK-808,Chennai,Early_Morning,one,Evening,Kolkata,Business,Indigo,42,60508
Vistaga,UK-838,Chennai,Delhi,one,Evening,Hyderabad,Business,"""""",7,80544
Vistara,UK-772,Kolkata,-67,one,Late_Night,Delhi,Evening,14.5,11,61695
Vistara,UK-950,Mumbai,Night,one,NULL,Hyderabad,Kolkata,-3391771,14,unknown
Air_India,AI-636,Delhi,Afternoon,one,AI-865,Hyderabad,Economy,5.67,45,4209
Air_India,AI-685,Mumbam,Early_Morning,one,Evening,Delhi,Economy,null,39,9083
Vistara,UK-832,Mumbai,Early_Morning,one,Night,Hyeerabad,Business,15.83,48,51457
Air_India,AI-867,Mumbai,Night,one,null,Hyderabad,Business,21.83,41,45693
Vistara,UK-898,Delhi,Early_Morning,one,Night,Mumbai,Exonomg,274,43,3471
Vistara,UK-817,Delhi,61049,one,Night,Kolkata,Economy,5.75,42,6296
Indijo,6E-6206,Mumbai,Afternoon,one,-97,Chennai,Economy,Delhi,47,1890
Indigo,6E-2474,Kolkata,,one,NULL,Mumbai,Economy,?,23,7466
Air_India,AI-9891,source_city,Evening,two_or_more,-9998272,lumbai,Economy,unknown,32,7496
Visnara,UK-816,Bangalore,Morning,one,NULL,Kolkata,Business,6.58,16,60508
GO_FIRST,G8-345,Mumbai,Night,one,Morning,Mumbai,Economy,-9618644,26,null
qir_India,AI-774,Mumbai,Night,one,8967076,Bangalore,Business,23.92,15,55982
Air_India,AI-867,Mumbai,289,one,Morning,Bangalore,Business,4,24,54608
Air_India,AI-865,Delhi,34,one,Night,Hyderanad,N/A,10.92,42,4209
AirAsia,I5-1540,Bangalore,Evening,one,-3,Delhi,Economy,7.08,48,2723
Vistara,UK-870,Chennai,-9641300,one,"""""",Bangalore,Economy,20.42,31,6461
GO_FIRST,G8-334,Chennai,Early_Morning,one,Night,Hyderabad,Economy,UK-826,26,5954
GO_FIRST,G8-2411,Mumbai,Morning,one,Night,Bangalore,Economy,unknown,38,N/A
Vistara,UK-772,Kolkata,Morning,one,9059769,Dglhi,Busiuess,one,49,66063
Air_India,AI-763,Hyderabad,Early_Morning,one,Chennai,Bangalore,Business,13.08,35,60978
AirAsia,I5-1569,Mumbai,Night,one,Morning,Kolkata,Gcojoiy,6E-5175,47,Early_Morning
Visyara,UK-858,Bangalore,null,one,Afternoon,Delhi,Business,7.83,46,42521
Air_India,AI-774,numbai,null,one,UK-866,destination_city,Zconimy,24.33,35,5725
Vistara,UK-902,numbai,Afternoon,one,Morning,Kolkata,Business,-4830272,23,72125
Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,N/A,24.92,5,14501
Air_India,AI-543,Hyderabad,9188170,one,-31,Chennai,Business,21.58,16,""""""
Vistara,UK-850,Bangalore,-247321,one,Morning,Kolkata,Business,13.75,14,51817
Vistara,UK-852,Bangalore,Morning,one,230,Delhi,null,10.25,27,Hyderabad
GO_FIRST,G8-345,source_city,Night,one,N/A,Mumbai,Ecomomy,N/A,23,5102
Vistara,UK-860,Hfdvrabad,Early_Morning,one,Night,Bangalore,N/A,15.83,19,56702
Vistara,UK-811,Delhi,Early_Morning,one,219557,destination_city,Economy,27.17,26,5761
Vistwra,UK-826,Chamnai,Bangalore,one,Late_Night,Denhi,,12.42,41,""""""
Air_India,AI-864,Mjmbai,Early_Morning,one,Early_Morning,Kolkata,Ecunomy,7.5,32,4977
DP_FIRST,G8-391,Mumbai,Afternoon,one,213,Bangalore,Economy,Indigo,11,5102
Vistara,UK-655,Hyderabad,Morning,one,Evening,Mumbai,Economy,-6563896,30,4769
Air_India,AI-610,Chennai,Evening,one,Night,Mumbai,NULL,26.42,4,null
AirAsia,I5-510,Hyderabad,Early_Morning,zero,Morning,Mumbai,N/A,1.25,25,1544
SpiceJet,SG-8702,Mumbai,6354544,one,Morning,Kolkata,Economy,22.83,40,AI-732
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Gjennai,Businrss,null,25,51707
Vistara,UK-943,Delhi,-6301435,one,Afternoon,Hyderabad,Hyderabad,4.75,18,6172
Vistara,UK-874,Hyderabad,Morning,one,zero,Chennai,Economy,Economy,8,18202
GO_FIRST,G8-351,Mumbai,5881237,one,Evening,Chennai,Chennai,one,20,Night
Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,-44,Mumbai,Economy,20,8,11691
Vistara,UK-826,Vhenhai,Afternoon,one,Morning,Kolkata,Economy,21.17,17,7344
Indigo,6E-5214,Mumbai,Morning,one,8711926,Chennai,Economy,5.08,2,12348
Vistara,UK-708,Kolkata,Night,one,Evening,Chennai,Ecouomy,23.5,11,213
AirAsia,I5-740,Deuhi,Early_Morning,one,6268916,Iunbai,Night,215,49,2409
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.08,9,255
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,15.25,2.17,25,24056
GO_FIRST,G8-304,Chennai,Afternoon,one,200,Kolkata,N/A,9.83,15,12779
Invlgo,6E-841,Delhi,Afternoon,one,Air_India,Mumbai,Econmmy,7.33,30,4554
Vistara,UK-951,Delhi,2839239,one,Night,Bangalort,Businvss,8.5,37,42457
GO_FIRST,G8-505,Kolkata,Evening,zero,Evening,Hydersbad,Econlmy,1.25,15,4201
Air_India,AI-808,Babgalore,Night,one,Evening,Mumbai,Business,22.33,22,56476
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,13,10.17,43,8111
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,204,5,NULL
Vistara,UK-981,Ddlhi,Night,one,Morning,Mumbai,Economy,14.17,49,5098
Tistara,UK-838,Ciennao,Night,one,Morning,Bangalore,Business,11.58,34,60260
Air_India,AI-808,Mumbai,-98,one,Evening,Mumbai,Economy,21.0,17,6158
Vistara,UK-846,Kolkata,Morning,one,Evening,Chennai,Busnness,8.33,11,unknown
Indigo,6E-6214,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.33,46,3401
Air_India,AI-506,Delhi,Morning,zero,Afternoon,Chennai,Economy,32,36,4427
Air_India,AI-687,source_city,unknown,one,Morning,Hyderabad,Night,Mumbai,24,6082
Indigo,6E-879,Hyderabad,Morning,one,N/A,Chennai,Evonomy,8.33,12,4453
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Business,16.25,9,Morning
Vistara,UK-613,Delhi,-80,one,-6866374,Mumbai,Economy,4.5,11,16233
Air_India,AI-442,Mumbai,-2092565,one,235,Kolkata,Business,-57,45,49725
Aor_India,AI-770,Komkata,Night,one,-28,Hyderabad,Economy,15.42,18,unknown
SpiceJet,SG-254,Hyderabad,Air_India,one,one,destination_city,Economy,null,48,5934
Vistara,UK-841,Kolkata,null,one,-93,Delhi,Economy,5.67,23,14658
