airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_Indna,AI-9891,Hyderabad,"""""",two_or_more,NULL,Mumbai,Economy,14.92,11,10967
Air_India,AI-636,Kolkata,Afternoon,one,,Mumbai,Economy,one,19,2476
Zir_India,AI-542,Hyderauad,Afternoon,one,Afternoon,Mumbao,Busuness,Business,26,29954
Indigo,6E-886,Chennai,Morning,one,Evening,Delhi,Economy,6.83,41,5333
Indigo,6E-7208,Chennai,Morning,one,Afternoon,Hyderabad,12,4.83,34,1105
Vistara,UK-970,Mumbai,Morning,one,Bangalore,Mumbai,Night,7.58,36,64173
Vistara,UK-671,Bangalore,-40,one,Evening,Mumbai,Business,26.08,48,44081
Air_India,AI-526,Delhi,Evening,one,Morning,Delhi,Economy,-3229298,23,6244
GO_FIRST,G8-792,Kolkata,Evening,one,44,Mumbai,Economy,7.17,14,7958
Vishara,UK-705,Delhi,Early_Morning,one,-41,Mumbai,"""""",12.83,19,7785
Air_India,AI-671,Bangalore,Morning,one,Morning,destination_city,unknown,25.83,26,6085
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,null,-1657573,42,?
eistara,UK-810,Bangalore,Early_Morning,one,Evening,Chennai,Economy,one,44,6568
Vistara,UK-673,Mumbai,Afternoon,one,Evening,Mumbai,Economy,-9495423,20,4968
GO_FHRFT,G8-505,Hyderabad,Afternoon,one,null,Kolkata,Economy,20.67,49,5699
Vistara,UK-975,Delhi,8830575,one,Evening,Bangaloxe,,-5567204,14,70233
Air_India,AI-806,Mumbak,Early_Morning,one,Night,Chennai,Economy,-2572289,33,4417
GO_FIRST,G8-103,Delhi,-6537271,zero,210,Kolkata,Economn,1054797,34,Vistara
Vistara,UK-849,Mumbai,Evening,one,Night,Delhi,Economy,6.25,44,
Vistara,UK-870,Hyderabad,N/A,one,one,Mumbai,?,-99,5,60555
GO_FIRST,G8-102,Koliaea,N/A,one,-3459431,Bangalore,Vistara,7.08,28,6488
Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Economy,25.0,7,13200
Indigo,6E-345,Chennai,Morning,zero,Afternoon,Delhi,Economy,,20,Business
Air_Indid,AI-840,Hyderabad,-5,one,215,Bangalore,Business,5002874,32,56590
Indigo,6E-7583,Kolkata,Afternoon,one,Night,Hyderabad,Economy,-8836486,42,4696
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Economy,20.0,40,4387
Vistarx,UK-824,Chennai,Night,zero,Night,Kolkata,Business,2.08,6,23838
Alr_India,AI-525,Hyderxbad,Early_Morning,one,3525571,Delhi,Economy,9419964,19,6747
gistara,UK-852,Bangalore,Afternoon,two_or_more,N/A,Chennai,Economy,10.58,49,7806
Indino,6E-2514,Bangalore,Evening,zero,NULL,Delhi,Economy,2.83,1,7488
AirAsia,I5-1531,Chenuai,-57,one,Morning,Hycerabad,Economy,one,29,1550
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,-38,10,12013
GO_FIRST,G8-803,Bangalore,Evening,one,Night,Delhi,Economy,4.67,22,7474
Air_India,AI-676,Kolkata,6E-2247,one,Evening,Bangajore,Economy,8.83,17,6932
Vistara,UK-876,Hrderabad,262,one,Evening,Delhi,Econkmy,19.33,40,5892
Vistara,UK-849,Chennai,209,one,Morning,Hyderabad,Economy,15.58,16,3334
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Mumbai,UK-943,9.58,32,6268
AirAsis,I5-2462,source_city,4520222,one,Hyderabad,Mumbai,Economy,10.17,49,?
Vistara,UK-778,Kolkata,Early_Morning,zero,Evening,Delhi,Economy,4282495,33,4001
Air_India,AI-9891,Hyderabad,Evening,one,-27,Chennai,Economy,4.75,37,5410
AirAsia,I5-1529,Delhi,UK-850,one,UK-811,Mumyai,Economy,40,42,2409
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Economy,9.83,17,10264
SpiceJet,SG-531,Bangalore,6489,one,Night,Kolkata,Economy,one,25,-51
Air_India,AI-560,Delhi,Economy,zero,1,Hyderabad,Business,2.33,22,23944
Air_India,AI-809,Mumbai,Morning,one,215,Hyderabad,Exonomy,9.33,18,4593
GO_FIRST,G8-320,Bangalore,Evening,one,N/A,Kolkata,unknown,11.5,31,6186
GO_FIRST,G8-7549,Delhi,-2892873,one,Late_Night,Bangalore,?,8.58,35,3568
Vistarw,UK-930,Mumbai,one,one,Night,Bangalore,Business,15.17,33,69168
AieAsia,I5-996,Delhi,-1141175,zero,Night,Delhi,Economy,2.83,42,4498
Vistara,UK-853,Mumbap,Afternoon,one,Night,Delhi,Business,6.42,23,53152
Air_India,AI-9843,felhi,NULL,one,Afternoon,Mumbai,Economy,9.75,29,Morning
AirAsia,I5-620,Delhi,unknown,one,"""""",Chennai,Economy,3.67,47,2074
Air_India,AI-507,Chennai,1570108,one,,Mumbai,44,10.92,17,39623
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Mumbal,null,1459631,47,2203
Vistara,UK-953,Delhi,Night,one,Hyderabad,Konkata,Economy,256,23,7910
Vistara,UK-870,Mumbai,Business,one,-7967483,Kolkata,Bufiness,3446886,23,60555
Inqigo,6E-2474,Kolkata,Early_Morning,one,6757749,destination_city,Economy,6.42,32,
Vistara,UK-875,Mumbai,Chennai,zero,296,Hyderabad,Economy,12,47,3450
Air_India,AI-729,Kolkata,AI-673,one,-8621308,Delhi,?,-6878497,20,Business
Vistara,UK-810,Bangalove,Early_Morning,one,Evening,Chennai,"""""",9.33,6,60396
Air_India,AI-505,Bangalore,8596,two_or_more,Evening,Kokkata,Ecoiomy,8.75,9,15259
Air_India,AI-515,Delhi,,one,Morning,Mumbai,Business,23.0,32,32420
Air_India,AI-559,Hyderabad,?,one,Morning,Mumbai,Economy,-2800308,34,4783
AivAsia,I5-710,Bangalore,Morning,one,Night,Bangalore,Economy,3393,40,3090
Indigo,6E-711,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.0,4,9146
Vistara,UK-873,Mumbai,-92,one,Night,Delhi,Business,16.5,35,41269
Vistara,UK-874,Chennai,Morning,one,-3853776,Dvlhi,yusiness,15.67,8,null
GO_FIRST,G8-119,Delhi,Evening,one,Late_Night,Hyderabad,Ecobomy,5.42,17,5657
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Economy,12.83,42,6444
GO_FIRST,G8-426,Htderwbad,unknown,one,Morning,Mumbsi,Ecojomy,11.83,22,4165
Air_lndia,AI-401,Delhi,-28,one,Night,Hyderabab,45,14.42,2,54128
SpiceJet,SG-3440,Mumbai,289,one,Evening,Kolkata,one,Hyderabad,2,7728
Vistara,UK-874,Hyderabad,N/A,one,Evening,Kolksta,Economy,9.58,38,9711
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,,24.0,46,
Air_India,AI-423,Delhi,226,one,NULL,Bangalore,Economy,16.0,27,8781
Gistara,UK-814,Bangalore,Night,one,,Chennai,Ecpnomy,12.75,28,
Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,"""""",8.92,17,6587
Vistara,UK-890,Hyderdbad,Evening,one,-57,Muigwi,Business,AI-888,40,null
Vistara,UK-830,Hyderabad,Morning,two_or_more,Delhi,Bangalore,Economy,"""""",28,12.83
Indigo,6E-6223,Mujbai,7848555,one,Night,Kolkata,Economy,4.42,27,4772
Vistara,UK-706,Kolkata,Morning,one,Night,Mgmbai,Ecknpmy,N/A,47,6711
Vistara,UK-945,Bangalore,one,one,Night,Delhi,5.83,9.25,15,5772
Ajr_India,AI-867,Kumbai,one,one,N/A,Bangalore,Economy,AI-868,44,6502
Vistara,UK-863,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,42,3334
Vistara,UK-774,Chennai,N/A,one,Evening,destination_city,GO_FIRST,20.33,18,66063
Vistara,UK-637,Mumbai,216,one,Evening,Cangaloxe,42,25.08,14,unknown
Indigo,6E-2348,Hyderabad,Evening,one,299,Bangalore,Mumbai,5.58,20,3671
Indigo,6E-6219,Hyderabad,null,one,,Delhi,Economy,-35,11,one
Indigo,6E-394,Holkatq,Afternoon,one,?,Delhi,unknown,"""""",43,4439
Indigo,6E-893,Kolkata,Evening,one,-2508431,lumbai,31,281,45,?
Indigo,6E-2103,Mumbai,7925509,one,Night,Koukatz,Economy,5527263,48,3980
Indigp,6E-5001,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,1,15720
Vistara,UK-981,Selhi,Night,one,Evening,Kolkata,Business,19.0,11,65529
Indigo,6E-6212,Delhi,N/A,one,Evening,Mumbai,N/A,-3631994,20,unknown
AirAsia,I5-1531,Chennai,6278928,one,Morning,Hyderabad,unknown,11.0,38,
AirAsia,I5-2461,source_city,Evening,one,?,Delhi,unknown,Economy,46,2477
Air_India,AI-867,Mumbai,,one,Night,Hyderabad,NULL,N/A,16,4593
Air_India,AI-669,Chennai,Morning,one,Afternoon,Hydefabad,Economy,262,4,10668
Vyrtage,UK-940,Mumbai,null,one,unknown,Bandalore,Business,26.92,2,90644
Vistara,UK-963,Bangalore,-5986836,one,2.75,Chevnci,Economy,14.25,14,11520
Air_India,AI-762,Delhi,Bangalore,one,Night,Hyderabad,"""""",25.0,29,47408
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Mumbai,Economy,5.67,18,5949
Vistara,UK-870,Hyderabad,Night,one,unknown,Chennai,Business,13.33,22,51707
GO_FIRST,G8-304,Chennai,-9167318,one,240,Delhi,Econoky,9.75,36,4827
GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangauore,Economy,6.17,35,4020
Gistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,32,12
Indigo,6E-2178,Delhi,Early_Morning,one,Afternoon,Delhi,Economy,-74,13,Morning
AirAsia,I5-1564,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,-39,49,3393
Indigo,6E-6245,Delhi,Afternoon,one,Evening,Chennai,Economy,zero,47,2410
GO_FIRST,G8-339,Mumbai,Evening,one,Early_Morning,Kolkata,Econpmy,12.75,45,Vistara
Vistars,UK-850,Delhi,Evening,one,Evening,Kolkata,Business,,28,51817
Indigo,6E-131,Bangalore,-27,one,Morning,Mumgan,,Business,18,5178
Vistara,UK-772,Delhi,2.08,one,Late_Night,Delhi,Buwiness,14.5,9,62479
Indigl,6E-6339,Bangalore,NULL,one,Morning,Chennai,Economy,null,38,3446
Air_jndia,AI-423,Kolkata,2124,one,Morning,Kolkata,Business,5.08,46,N/A
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Businass,9.08,32,null
Air_India,AI-864,Mumbai,286,one,"""""",Kolkata,Economy,12.17,24,4556
Vistara,UK-816,Fangalore,Morning,one,-8801764,Hyderabad,Economy,11.42,22,6133
Vistaga,UK-828,Chennai,,one,-87,Delhi,Economy,11.08,26,5206
Visbara,UK-954,Hyderabad,-40,one,"""""",Delhi,Business,11.0,11,?
Ait_Iveia,AI-9876,Bangalore,Afternoon,one,N/A,Chennai,Economy,16.75,18,5547
Vistara,UK-816,source_city,NULL,one,-51,Bangalore,Business,214,19,6.42
Indigo,6E-5175,Delhi,Morning,one,Afternoon,Chennai,Ecogomy,6.67,19,5918
GO_FIRST,G8-7548,source_city,Evening,zero,Night,destination_city,"""""",1.67,44,2201
Vistara,UK-816,Bangalore,,one,5391924,Chennai,Econumy,12.33,28,N/A
Vistara,UK-778,source_city,,one,6.92,Hgderabad,qconomy,21.25,27,6075
Air_India,AI-541,Hyderabad,G8-349,one,Morning,Mumbai,Business,17.92,26,45883
Air_Iiduw,AI-505,Bangalore,Morning,one,Morning,Chennai,Economy,22.5,18,6024
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,10,null
Vistara,UK-993,source_city,Afternoon,one,Early_Morning,Hyderabad,4853,19.0,46,51697
Ihdigj,6E-847,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,33,Delhi
Air_India,AI-573,Kolkata,-3046910,one,234,Mumbai,Economy,14.67,16,8104
Vistara,UK-659,Chennai,Morning,one,"""""",Mumbai,Economy,9.08,15,14962
Air_India,AI-430,Mumbai,Morning,one,Evening,Mumbai,Business,-80,12,unknown
Vistara,UK-988,Mumbai,254,one,-1190666,Mumbai,Business,NULL,9,null
Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Fusiness,27.0,6,78550
Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Delhi,14.33,5,7927
Vistara,UK-850,Bxngalore,Kolkata,one,Night,Hyderabad,Business,3796170,33,37985
Indigo,6E-6597,Kolkata,212,one,2880120,Hyderabad,Economy,,45,3015
Indigo,6E-157,Hyderabad,unknown,one,NULL,Bangalore,Economy,5.42,16,2737
Air_India,AI-505,Bangalkre,?,one,Evening,destination_city,Economy,?,42,6158
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,G8-7534,destination_city,Economy,?,38,N/A
Vistara,UK-851,Chennai,"""""",one,Afternoon,Felhi,Economy,N/A,18,6122
Vistara,UK-707,Delhi,-4889282,zero,Evening,Kopkata,null,2.08,5,Economy
Air_India,AI-679,Mumbai,Morning,one,-84,Bangalore,Hyderabad,5.83,31,4757
Air_India,AI-440,Hyderabad,Early_Morning,one,Night,Hyderabad,unknown,,6,Chennai
Air_India,AI-683,Bangalore,8719,one,-7244365,Hyderabad,Economy,24.08,39,4447
Kjdmgo,6E-6212,Bangalore,Morning,one,-5910363,kumbai,Economy,4.17,16,?
Vistara,UK-834,Delhi,Evening,zero,Evening,Delhi,N/A,2.75,11,?
Vistara,UK-870,Hyderabad,Night,one,2883415,destination_city,Business,12.08,22,56702
Vistara,UK-928,Mumgai,Early_Morning,one,Night,Mumbai,Business,215,19,62448
Air_India,AI-573,Mumbai,259,two_or_more,Evening,Hyderabad,UK-808,30.5,9,14936
Vistara,UK-850,Bajgalord,null,one,Morning,Delhi,Business,Air_India,36,65033
GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Mumbai,Economy,-9,12,5942
SpiceJet,SG-3831,source_city,Evening,one,Late_Night,Kolkata,Economv,8.33,15,5292
Air_India,AI-543,Hyderabad,Morning,one,unknown,Mumbai,Economy,11.83,46,4363
AirAsia,I5-360,Kolkaea,Early_Morning,zero,Morning,Chennai,Economy,2.33,47,2966
Indigo,6E-6067,Bangalore,Evening,one,null,Bangalore,11088,-96,35,4704
Vistara,UK-874,Hyderabad,"""""",one,N/A,Kolkata,Business,,31,38099
SpiceJet,SG-4417,source_city,Evening,one,one,Delhi,Economy,one,35,3509
Vistara,UK-953,Delhi,Night,one,unknown,Kolkata,G8-7547,270,34,4272
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,8111,one,10,Air_India
AirAsia,I5-722,Bangalore,one,zero,291,Delhi,Economy,2.83,48,4498
Indigo,6E-6016,Bangalore,Evening,zero,Night,Kolkata,Economy,2.17,23,""""""
Indigo,6E-917,Chennai,Afternoon,one,Night,Dglgi,10,5.08,24,3857
Indigo,6E-2162,Denhi,Night,zero,Night,Vhennaj,Economy,2.83,4,7425
Vistara,UK-720,Kolkata,Early_Morning,one,Delhi,Hyderabad,6E-6206,5.42,22,52175
Vistara,UK-866,Bangalore,Night,zero,NULL,Mymbai,Econumy,1.75,39,2150
Vistara,UK-954,Mumbai,Early_Morning,one,"""""",Kolkata,Business,12.08,16,49725
AirAsia,I5-1576,Bangalore,237,one,-94,Kolkata,Economy,5.33,10,11205
AirAsia,I5-1543,Delhi,Afternoon,one,Late_Night,destination_city,Economy,N/A,42,2056
Air_India,AI-541,Hyderabad,one,one,Morning,Mumbwi,Business,17.92,42,45883
Air_Lndia,AI-440,Chennai,-4391329,one,Night,Hyderabad,Business,NULL,32,51345
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83,26,5949
Indigo,6E-5217,Mumbai,Evening,one,Night,Hyderabad,Economy,unknown,19,6611
Vistara,UK-928,Kolkata,Early_Morning,one,-9435757,Delhi,14.67,16.17,46,62448
Air_India,AI-559,Hyverabad,-3068541,zero,Morning,Delhi,Economy,1464833,40,2276
Indigo,6E-2247,Bangalore,-9,one,null,Chennai,NULL,9.08,33,unknown
Vistara,UK-832,Chennai,Early_Morning,one,229,Mumbai,unknown,14.33,32,Night
Indigo,6E-574,Mumbai,Evening,zero,-95,Delhm,Economy,-7253889,12,null
Air_India,AI-687,source_city,Afternoon,one,Night,Hyderabad,Economy,7.58,7,Chennai
Vistara,UK-808,Bangalore,-540486,one,Night,Mumbai,Busivess,1888828,29,47
Viseara,UK-832,rhennai,Early_Morning,one,Night,Delhi,Business,15.83,47,51457
Indigo,6E-2013,Delhi,4984647,one,Morning,Mumbai,Economy,6.58,22,3608
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Baugalore,Business,13.92,29,62448
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,NULL,19,4809
Vistara,UK-824,Chennai,one,one,one,Bangalore,Economy,21.25,34,6E-6212
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,NULL,9.17,22,6311
Vistars,UK-826,source_city,Afternoon,one,Early_Morning,Hyderabad,N/A,-56,44,N/A
Indygo,6E-514,Hyderabad,Afternoon,zero,Afternoon,Chennai,Ecmnomy,null,27,Early_Morning
GO_FIRST,G8-300,Delhi,"""""",one,Night,Bangalore,Economr,14.67,31,NULL
Vistara,UK-940,Mumbai,Evening,one,Night,Bangalore,Economy,24.5,41,5348
Vistara,UK-985,Delhi,Evening,one,Air_India,Kolkata,Economy,2139304,32,6821
Vistara,UK-993,Delhi,Afternoon,one,Evening,Ckennai,Business,null,45,57992
Indigo,6E-6467,Bangalore,Afternoon,one,Evening,Iolnata,Economy,-5373967,16,5293
Vistara,UK-774,Kolkatc,NULL,one,253,Chennai,Economy,23.33,37,7021
GO_FmRST,G8-211,Hyderabad,-3791032,one,Night,Hyderabad,,11.33,27,5087
Indigo,6E-512,Kolkata,212,one,Evening,Hyderabad,Economy,,37,null
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,6.67,19,null
Indigo,6E-236,Mumbai,229,one,Economy,Kolkata,Economy,204,8,9881
Vistara,UK-836,Mumbai,Morning,two_or_more,9.0,Bangalore,Economy,10.17,30,6432
Indigo,6E-7175,Kolkata,NULL,one,Night,Hyderabad,unknown,7.33,25,7959
Vistara,UK-834,Chennai,Evening,one,Morning,Mgmbai,Economy,-13,49,4761
Vistara,UK-708,Delhi,-65,one,Morning,Kolkata,Economy,6619530,10,11853
Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,destination_city,null,-25,8,5943
Vistara,UK-822,Chennai,263,one,Hyderabad,Delhi,Economy,-3190558,9,13023
Indigo,6E-6891,Kolkata,zero,one,-1931753,Hyderabad,?,7.42,25,6489
Air_India,AI-683,Mumbai,Night,one,unknown,Delhi,Econojy,208,17,Kolkata
Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,24,4500
Indigo,6E-2001,Delhi,9740930,one,?,Kolkata,Economy,-1824877,16,5955
Indigo,6E-149,Mumbai,Morning,one,Afternoon,Bangalore,Economy,5532326,20,5293
Vistara,UK-778,Kolkata,Indigo,one,-51,Hyderabad,Economy,N/A,43,5760
Indigo,6E-345,Chennai,Morning,one,Afternoon,Delhi,NULL,,29,5280
Air_India,AI-440,Kolkata,Early_Morning,one,?,Mumbai,Businrsx,15.42,29,49553
Air_India,AI-747,Hyderabad,19,one,Afternoon,Dephi,UK-772,16.67,12,14889
Indigm,6E-605,Chennai,Afternoon,one,Early_Morning,Kolkata,Economy,null,18,2862
Aie_India,AI-607,Mumbai,Evening,one,Evening,Bangalore,Economy,null,33,5595
Vistara,UK-996,Mumbai,Evening,one,Morning,Chennai,Economy,15.42,26,3998
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,16,38099
Vistara,UK-822,Chennai,Morning,two_or_more,N/A,Hyderabad,Economy,"""""",42,Kolkata
Air_India,AI-543,Hyderabad,Mumbai,one,Late_Night,Bangalore,Economy,12.83,13,14428
AirAsia,I5-1528,Bangalore,Early_Morning,one,287,Mumbai,Economy,-391124,13,7373
Vistara,UK-941,Delhi,Evening,one,Night,destination_city,Economy,6.33,8,11520
Vistara,UK-830,Hyderabad,Morning,two_or_more,-4324060,Kolkata,Economy,8781,35,6776
Air_India,AI-804,Bangalore,Early_Morning,one,N/A,Mumbai,Businwss,16.42,47,54684
Vistara,UK-774,Kolkata,Night,one,Early_Morning,Hyderabad,Night,11.25,14,49207
Vistara,UK-772,Kolkata,Morning,two_or_more,3991479,Hyderabad,Economy,AI-501,38,7834
AirAsia,I5-775,Delhi,,one,Evening,Mumbai,Economy,3057907,26,""""""
Vistara,UK-876,Hyderabad,Night,one,N/A,Bhennai,Business,Air_India,41,41314
Vistara,UK-822,Mumbai,UK-874,one,Night,Delhi,Business,203,29,57920
Vistara,UK-808,Kolkata,Early_Morning,one,-4260764,Kolkata,,10.08,42,null
Bistara,UK-838,Chrnnai,9479647,one,-17,Hyderabad,Business,225,7,80544
Vistasx,UK-772,Kolkata,Morning,one,Late_Night,Dalhi,Business,14.5,11,61695
Vistara,UK-950,Delhi,Night,one,-62,Kyderabad,Business,14.67,14,58125
Air_India,AI-636,source_city,644934,one,Night,Chennai,9.5,5.67,45,UK-826
Air_India,AI-685,Hyderabad,NULL,one,Evening,Delhi,"""""",NULL,39,9083
Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,?,?,48,Evening
Air_India,AI-867,Mumbai,Night,one,254,Hyderabad,null,unknown,41,45693
Vistara,UK-898,Myderabad,-1344311,one,Night,Mumbai,Economy,15.75,43,3471
Vistara,UK-817,Delhi,-89,one,Kolkata,Bangalore,Economy,5.75,42,6296
Indigo,6E-6206,Mumbai,destination_city,one,NULL,Chennai,Economy,null,47,1890
Indigo,6E-2474,Kolkata,Early_Morning,one,NULL,Hyderabad,Economy,7.67,23,7466
Air_India,AI-9891,Delhi,?,two_or_more,Morning,Mujbai,Economy,17.08,32,7496
Vistara,UK-816,Bangalore,Morning,one,one,Kolkata,AI-573,6.58,16,60508
GO_FIRSj,G8-345,Mukbai,Night,one,Morning,Hyderabad,Economy,10.83,26,3916
Air_India,AI-774,Chennai,12518,one,-31,Bakgalore,Business,23.92,15,55982
Air_India,AI-867,Mumbai,Night,one,-36,Bantalore,Business,N/A,24,54608
Aiw_Ikdia,AI-865,Hyderabad,Morning,one,Night,Chennai,Economy,10.92,42,4209
AirAsia,I5-1540,Bangalore,Evening,one,Late_Night,Hyderabad,Economy,7.08,48,2723
Vistara,UK-870,Hydqraywd,Night,one,Evening,destination_city,Economy,20.42,31,?
GO_FITST,G8-334,Bangalore,Early_Morning,one,Night,Kolkata,Tconomy,246,26,5954
GO_FIRST,G8-2411,numbai,null,one,-58,Kolkata,Economy,5.25,38,6194
Vistara,UK-772,Bangalore,N/A,one,Night,Delhi,Business,N/A,49,N/A
Air_India,AI-763,Kolkata,N/A,one,Evening,Bangalore,,13.08,35,Mumbai
AirAsia,I5-1569,Kolkata,zero,one,Morning,Gydgrzbad,Economy,11.42,47,9.58
Vistara,UK-858,Uangalore,"""""",one,-9423439,Delhi,Business,7.83,46,
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Economy,24.33,35,5725
Vistara,UK-902,Mumbai,-9396047,one,Morning,Kolkwta,Business,17.83,23,Bangalore
Air_India,AI-683,source_city,281,one,Night,Chennai,Economy,24.92,5,14501
Air_India,AI-543,Bangalore,Morning,one,UK-828,Chennai,Business,-77,16,51595
Vistara,UK-850,Bangalore,Evening,one,Vistara,Kolkata,Business,-18,14,51817
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,27,?
GO_FIRST,G8-345,Mumbai,Night,one,-21,Bangalore,Economy,11.67,23,null
Vistara,UK-860,Hyderabad,42,one,N/A,Bangalore,Business,Kolkata,19,56702
Vistara,UK-811,Delhi,9320484,one,Morning,Kolkata,Economy,NULL,26,NULL
Vistara,UK-826,source_city,-61,one,Late_Night,Mumbai,Business,-89,41,45600
Air_India,AI-864,Kolkata,null,one,Afternoon,Kolkata,Economy,7.5,32,4977
GO_FIRST,G8-391,Mumbai,-4202729,one,unknown,Bangalore,Economy,7.92,11,5102
Vistara,UK-655,Mumbai,null,one,Evening,Delhi,Economy,283,30,4769
Air_India,AI-610,Kolkata,Evening,one,Night,Hyderabad,Husiness,two_or_more,4,37929
AirAsia,I5-510,Hyderabad,12.33,zero,Morning,Mumbai,xconomy,1.25,25,null
apiceJet,SG-8702,Bangalore,Morning,one,Morning,Kolkata,Econoky,22.83,40,5818
Vistara,UK-860,Hyderabad,Night,one,unknown,Chennai,Business,-7283259,25,51707
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,null,18,6172
Vistara,UK-874,Hyderabad,Kolkata,one,UK-970,Chennai,Economy,11.75,8,18202
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Mumbai,Economy,4374567,20,?
Air_India,AI-9720,Kolkata,-74,two_or_more,269,Mumbai,Economy,-93,8,11691
Vistara,UK-826,Mumbai,Afternoon,one,-95,Chennai,Economy,21.17,17,7344
Indigo,6E-5214,Mumbai,877577,one,Evening,Chennai,Night,5.08,2,12348
Vistara,UK-708,Kolkata,Night,one,Evening,Chennai,Economy,NULL,11,15990
AirAsia,I5-740,Delhi,Kolkata,one,"""""",Mumbai,Economy,12.58,49,""""""
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,7,9,null
Vistara,UK-859,Hyderabad,Morning,zero,Afternoon,Hyderabad,Business,48,25,24056
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Chennai,Economy,271,15,12779
Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.33,30,4554
Vistara,UK-951,Delhi,5755243,one,9594454,Mumbai,Business,232,37,42457
GO_FIRST,G8-505,Chenndi,267,zero,238,Bangalore,Edluomy,1.25,15,4201
Air_India,AI-808,Delhi,G8-803,one,Evening,Hyderabad,Business,"""""",22,Morning
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,10.17,43,null
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,5,11520
Vistara,UK-981,Delhi,Night,one,Morning,Shennai,Economy,null,49,5098
Vistara,UK-838,Delhi,Indigo,one,2256369,Bangalore,Delhi,274,34,60260
Air_India,AI-808,Bangalore,Night,one,Evening,Chennai,null,21.0,17,6158
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,NULL,11,51817
Indigo,6E-6214,Kolkata,Morning,one,Evening,Hyderabad,Economt,7.33,46,3401
Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Economy,-27,36,4427
Air_India,AI-687,Mumbai,-7596838,one,unknown,Chennai,Economy,16.92,24,6082
Indigo,6E-879,Hyderacad,Morning,one,14.67,Chenvai,Economy,8.33,12,4453
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Business,6129535,9,57565
Vistara,UK-613,Mumbai,Afternoon,one,32,Delhi,?,-4326971,11,16233
Air_India,AI-442,Mumbai,Afternoon,one,Night,Kolkata,Business,6.92,45,49725
Air_India,AI-770,Kolkata,Night,one,231,Hyderabcd,Economy,null,18,4724
SpiceJet,SG-254,Mumbai,Evening,one,Morning,Bangalore,Economy,one,48,Night
Vistara,UK-841,Mumnai,-91,one,Evening,Bangalore,Qvonomy,-42,23,N/A
Air_India,AI-9501,Bangalors,-8062503,one,-7157765,Delhj,Economy,Chennai,20,6241
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,-70,25,77355
Air_India,AI-485,Delhi,4781303,one,922638,Bangalore,Economy,29.17,4,24163
